Name,Median price,Quarterly growth,12-month growth,Average Annual Growth,Weekly median advertised rent,Number of sales,Gross rental yield,Days on market
UPPER LANSDOWNE,"$484,750",-6.28%,N/A,9.96%,N/A,10,N/A,N/A
UPPER MACDONALD,,,,,,,,
UPPER MYALL,,,,,,,,
UPPER ORARA,"$666,000",14.43%,1.68%,10.82%,N/A,10,N/A,N/A
UPPER ROLLANDS PLAINS,,,,,,,,
UPPER ROUCHEL,,,,,,,,
UPPER TAYLORS ARM,,,,,,,,
UPSALLS CREEK,,,,,,,,
URALBA,"$717,500",N/A,N/A,N/A,N/A,10,N/A,N/A
URALLA,"$290,000",0.00%,1.75%,3.25%,$295,48,5.29%,142.631578947368
URANA,"$70,000",N/A,N/A,N/A,N/A,10,N/A,N/A
URANGELINE,,,,,,,,
URANGELINE EAST,,,,,,,,
URANQUINTY,"$362,000",3.43%,31.64%,5.47%,N/A,11,N/A,N/A
URBENVILLE,"$132,500",N/A,N/A,N/A,N/A,10,N/A,N/A
URIARRA,,,,,,,,
URILA,,,,,,,,
URLIUP,,,,,,,,
URUNGA,"$510,000",7.94%,5.15%,4.38%,$380,41,3.87%,81.4285714285714
UTUNGUN,,,,,,,,
VACY,"$572,500",-7.66%,7.01%,1.95%,N/A,10,N/A,N/A
VALENTINE,"$750,000",0.00%,-1.96%,4.30%,$540,82,3.74%,70.203125
VALERY,,,,,,,,
VALLA,"$629,000",-1.87%,10.35%,8.49%,N/A,13,N/A,N/A
VALLA BEACH,"$553,000",0.55%,6.86%,3.32%,$430,24,4.04%,72.0714285714286
VALLEY HEIGHTS,"$668,500",-5.85%,1.29%,6.86%,N/A,12,N/A,52.9
VARROVILLE,,,,,,,,
VAUCLUSE,"$5,242,500",6.55%,-10.23%,4.46%,"$1,950",87,1.93%,78.0606060606061
VERONA,"$383,750",0.99%,N/A,N/A,N/A,10,N/A,N/A
VILLAWOOD,"$700,000",1.27%,-0.36%,7.74%,$550,56,4.09%,57.5405405405406
VINCENTIA,"$715,000",-0.69%,1.49%,4.91%,$480,108,3.49%,106.0875
VINEYARD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VITTORIA,,,,,,,,
VOYAGER POINT,"$1,056,500",2.57%,2.57%,7.09%,N/A,13,N/A,103.7
WADALBA,"$600,000",0.00%,0.00%,4.84%,$500,58,4.33%,63.78125
WADBILLIGA,,,,,,,,
WAGGA WAGGA,"$475,000",1.06%,17.72%,5.08%,$350,120,3.83%,90.7012987012987
WAGGA WAGGA BC,,,,,,,,
WAGGA WAGGA RAAF,,,,,,,,
WAGSTAFFE,"$1,270,000",N/A,-21.21%,-19.99%,N/A,10,N/A,N/A
WAHROONGA,"$2,000,000",1.52%,11.11%,7.12%,$825,208,2.15%,56.6835443037975
WAITARA,"$1,380,000",10.27%,N/A,3.67%,$700,10,2.64%,N/A
WAITUI,,,,,,,,
WAKEFIELD,"$546,000",N/A,N/A,N/A,N/A,11,N/A,N/A
WAKELEY,"$755,000",3.78%,3.78%,6.74%,$400,16,2.75%,N/A
WAKOOL,"$105,000",0.00%,7.14%,7.14%,N/A,11,N/A,N/A
WALANG,,,,,,,,
WALBUNDRIE,,,,,,,,
WALCHA,"$277,500",4.13%,3.16%,3.19%,N/A,34,N/A,147.238095238095
WALGETT,"$127,500",15.91%,N/A,N/A,N/A,12,N/A,N/A
WALLA WALLA,"$180,000",-20.00%,-3.74%,4.40%,N/A,19,N/A,N/A
WALLABADAH,"$187,500",N/A,N/A,N/A,N/A,10,N/A,N/A
WALLABI POINT,"$652,000",N/A,12.41%,9.36%,$460,10,3.67%,N/A
WALLACIA,"$739,250",-8.96%,-38.78%,10.21%,$445,16,3.13%,N/A
WALLAGA LAKE,"$500,000",-11.58%,-9.50%,4.78%,N/A,20,N/A,88.7692307692308
WALLAGOOT,"$585,000",N/A,N/A,0.58%,N/A,10,N/A,N/A
WALLALONG,"$785,000",3.97%,36.52%,5.57%,N/A,13,N/A,74.5454545454546
WALLANGRA,,,,,,,,
WALLARAH,,,,,,,,
WALLAROBBA,,,,,,,,
WALLAROO,"$1,725,000",5.06%,N/A,N/A,N/A,10,N/A,N/A
WALLENDBEEN,,,,,,,,
WALLERAWANG,"$392,500",-1.88%,7.83%,6.29%,$380,24,5.03%,94.0526315789474
WALLSEND,"$490,000",0.20%,-1.41%,5.10%,$420,217,4.46%,51.2077922077922
WALLSEND SOUTH,,,,,,,,
WALMER,,,,,,,,
WAMBERAL,"$987,500",1.80%,-5.95%,6.80%,$593,102,3.12%,97.375
WAMBOIN,"$980,000",6.52%,-3.21%,3.46%,N/A,19,N/A,99.6666666666667
WAMBOOL,,,,,,,,
WANAARING,,,,,,,,
WANDANDIAN,"$625,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WANDELLA,,,,,,,,
WANDSWORTH,,,,,,,,
WANG WAUK,,,,,,,,
WANGANELLA,,,,,,,,
WANGI WANGI,"$616,250",-0.52%,-2.18%,5.47%,$400,49,3.38%,114.294117647059
WANTABADGERY,,,,,,,,
WAPENGO,,,,,,,,
WARABROOK,"$590,000",1.11%,-4.34%,3.39%,$440,19,3.88%,46.2
WARATAH,"$535,000",2.88%,0.00%,5.13%,$420,98,4.08%,41.8780487804878
WARATAH WEST,"$510,000",0.99%,-4.67%,4.64%,$390,58,3.98%,53.4390243902439
WARDELL,"$470,000",N/A,N/A,7.19%,$410,11,4.54%,N/A
WARDS RIVER,,,,,,,,
WAREEMBA,"$1,927,500",4.76%,5.91%,8.80%,$693,12,1.87%,N/A
WARIALDA,"$230,000",5.99%,N/A,N/A,$220,15,4.97%,N/A
WARIALDA RAIL,,,,,,,,
WARILLA,"$485,500",0.10%,-7.52%,5.91%,$435,60,4.66%,62.8717948717949
WARNERS BAY,"$644,000",0.63%,-0.92%,5.24%,$450,109,3.63%,60.8933333333333
WARNERVALE,"$835,000",-4.37%,21.23%,5.31%,$535,10,3.18%,N/A
WARRAGAMBA,"$505,000",3.06%,7.45%,7.36%,$385,23,3.96%,61.2222222222222
WARRAGOON,,,,,,,,
WARRAL,"$560,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WARRAWEE,"$2,479,000",-0.94%,-15.68%,7.86%,$900,28,1.89%,54
WARRAWONG,"$500,000",0.00%,-2.68%,7.53%,$380,36,3.95%,65.08
WARRELL CREEK,,,,,,,,
WARREN,"$122,000",6.09%,-23.75%,1.69%,$255,16,10.87%,N/A
WARRIEWOOD,"$1,455,000",0.00%,2.64%,5.67%,$950,97,3.40%,58.4615384615385
WARRIEWOOD SHOPPING SQUARE,,,,,,,,
WARRIMOO,"$662,500",12.38%,11.81%,6.31%,$390,30,3.06%,42.75
WARRINGAH MALL,,,,,,,,
WARRIWILLAH,,,,,,,,
WARRUMBUNGLE,,,,,,,,
WARWICK FARM,"$676,500",0.00%,N/A,11.14%,$410,13,3.15%,N/A
WASHPOOL,,,,,,,,
WASHPOOL,,,,,,,,
WATANOBBI,"$477,500",1.81%,0.53%,6.13%,$380,65,4.14%,73.0566037735849
WATERFALL,"$930,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WATERLOO,"$1,152,500",9.76%,6.47%,6.94%,$760,12,3.43%,N/A
WATERVIEW HEIGHTS,"$465,000",-1.59%,1.42%,3.28%,N/A,17,N/A,103.583333333333
WATSONS BAY,"$4,065,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WATSONS CREEK,,,,,,,,
WATTAMOLLA,,,,,,,,
WATTAMONDARA,"$200,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WATTLE FLAT,"$190,000",N/A,N/A,N/A,N/A,11,N/A,N/A
WATTLE GROVE,"$809,000",2.05%,3.72%,6.49%,$510,95,3.28%,24.9473684210526
WATTLE PONDS,"$660,000",3.53%,-3.30%,2.82%,N/A,24,N/A,102.533333333333
WAUCHOPE,"$411,000",-0.96%,-1.56%,3.71%,$390,120,4.93%,79.3483146067416
WAUKIVORY,,,,,,,,
WAVERLEY,"$2,450,000",0.00%,0.00%,6.67%,"$1,000",25,2.12%,N/A
WAVERLY,,,,,,,,
WAVERTON,"$2,450,000",-12.50%,-19.31%,9.31%,$920,10,1.95%,N/A
WAY WAY,,,,,,,,
WAYO,,,,,,,,
WEBBS CREEK,,,,,,,,
WEDDERBURN,"$1,350,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WEE JASPER,"$190,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WEE WAA,"$150,000",0.00%,39.53%,4.85%,N/A,18,N/A,N/A
WEETALIBA,,,,,,,,
WEETHALLE,,,,,,,,
WEILMORINGLE,,,,,,,,
WELBY,"$490,000",N/A,-5.31%,4.58%,N/A,11,N/A,N/A
WELLINGROVE,,,,,,,,
WELLINGTON,"$147,500",-1.67%,-6.35%,1.56%,$280,81,9.87%,119.615384615385
WELLS CROSSING,,,,,,,,
WENDOREE PARK,,,,,,,,
WENTWORTH,"$230,000",-14.34%,-1.08%,3.83%,$250,34,5.65%,123.722222222222
WENTWORTH FALLS,"$648,750",-0.19%,-3.89%,5.39%,$448,147,3.59%,86.5274725274725
WENTWORTH POINT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WENTWORTHVILLE,"$980,000",6.58%,8.89%,7.36%,$470,68,2.49%,69.2307692307692
WEROMBI,"$1,175,000",-12.96%,N/A,19.18%,N/A,14,N/A,N/A
WERRI BEACH,"$1,180,000",-4.45%,N/A,8.48%,N/A,13,N/A,N/A
WERRINGTON,"$670,000",7.72%,8.94%,8.22%,$378,34,2.93%,56.8695652173913
WERRINGTON COUNTY,"$643,000",1.26%,0.78%,6.32%,$400,52,3.23%,49.1470588235294
WERRINGTON DOWNS,"$648,000",3.68%,3.68%,6.79%,$450,37,3.61%,29.64
WERRIS CREEK,"$165,000",-2.94%,-17.50%,2.94%,$250,24,7.88%,151.75
WEST ALBURY,"$363,750",1.04%,-1.69%,1.96%,$293,42,4.18%,72.1052631578947
WEST ARMIDALE,,,,,,,,
WEST BALLINA,"$550,000",-0.45%,-5.17%,3.00%,$485,45,4.59%,86.5
WEST BATHURST,"$351,000",-1.40%,1.74%,4.13%,$320,70,4.74%,85.2321428571429
WEST GOSFORD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEST HAVEN,"$535,000",0.49%,10.31%,3.86%,$460,16,4.47%,55.6666666666667
WEST HOXTON,"$820,000",0.24%,1.23%,5.55%,$530,65,3.36%,78.3333333333333
WEST KEMPSEY,"$290,000",0.00%,1.75%,4.86%,$343,93,6.14%,94.6521739130435
WEST NOWRA,"$421,000",-4.59%,-11.55%,5.41%,$383,30,4.72%,90.3333333333333
WEST PENNANT HILLS,"$1,690,000",8.33%,14.58%,8.65%,$720,160,2.22%,58.7311827956989
WEST PYMBLE,"$1,661,944",6.03%,6.19%,7.25%,$895,54,2.80%,34.6923076923077
WEST RYDE,"$1,511,000",2.44%,11.31%,7.92%,$600,75,2.06%,59.1052631578948
WEST TAMWORTH,"$274,000",-1.26%,2.91%,4.25%,$310,80,5.88%,122.061224489796
WEST WALLSEND,"$476,000",0.74%,-1.35%,6.61%,$460,49,5.03%,70.6666666666667
WEST WOLLONGONG,"$679,000",0.97%,6.09%,6.28%,$475,54,3.64%,50.3
WEST WYALONG,"$260,000",2.97%,29.68%,4.93%,N/A,56,N/A,94.5454545454546
WESTDALE,,,,,,,,
WESTDALE,"$309,250",0.24%,-3.36%,2.47%,$360,46,6.05%,119.035714285714
WESTGATE,,,,,,,,
WESTLEIGH,"$1,325,000",2.12%,10.32%,7.21%,$750,52,2.94%,46.0769230769231
WESTMEAD,"$1,308,000",13.74%,23.40%,8.89%,$500,22,1.99%,N/A
WESTON,"$325,000",0.00%,-4.41%,3.88%,$350,73,5.60%,76.1836734693878
WETHERILL PARK,"$820,000",9.19%,7.19%,7.33%,$480,37,3.04%,38.6428571428572
WHALAN,"$470,000",0.00%,-0.74%,7.47%,$335,53,3.71%,52.948717948718
WHEELER HEIGHTS,"$1,580,000",10.41%,14.49%,7.21%,$850,25,2.80%,N/A
WHERROL FLAT,"$407,500",1.88%,N/A,N/A,N/A,10,N/A,N/A
WHIAN WHIAN,,,,,,,,
WHITE CLIFFS,,,,,,,,
WHITE ROCK,"$997,500",N/A,17.87%,-0.16%,N/A,11,N/A,N/A
WHITEBRIDGE,"$730,000",-4.58%,-8.19%,5.57%,$470,29,3.35%,85.7
WHITEMAN CREEK,,,,,,,,
WHITTINGHAM,"$675,000",0.00%,N/A,N/A,N/A,10,N/A,N/A
WHITTON,"$127,500",10.55%,8.91%,8.91%,N/A,12,N/A,N/A
WHOOTA,,,,,,,,
WIANGAREE,"$222,500",8.54%,N/A,N/A,N/A,12,N/A,N/A
WICKHAM,"$625,000",-8.09%,-6.26%,7.49%,$450,17,3.74%,N/A
WIDGELLI,,,,,,,,
WILBERFORCE,"$810,500",3.25%,-7.64%,7.65%,$450,36,2.89%,110.409090909091
WILBETREE,,,,,,,,
WILCANNIA,"$41,500",N/A,N/A,N/A,N/A,10,N/A,N/A
WILDES MEADOW,"$1,600,000",1.59%,N/A,N/A,N/A,11,N/A,N/A
WILEY PARK,"$751,875",-1.96%,0.25%,5.72%,$425,32,2.94%,46.5714285714286
WILLALA,,,,,,,,
WILLAWARRIN,"$208,750",N/A,N/A,N/A,N/A,10,N/A,N/A
WILLBRIGGIE,,,,,,,,
WILLIAMSDALE,,,,,,,,
WILLIAMTOWN,,,,,,,,
WILLMOT,"$415,000",1.84%,-4.49%,7.13%,$300,27,3.76%,55.1363636363636
WILLOUGHBY,"$2,490,000",5.73%,25.76%,8.48%,$910,73,1.90%,88.9333333333333
WILLOUGHBY EAST,"$2,862,500",0.00%,17.56%,8.04%,"$1,010",22,1.83%,N/A
WILLOW TREE,"$149,500",N/A,N/A,N/A,N/A,10,N/A,N/A
WILLOW VALE,"$723,500",N/A,-8.71%,11.46%,$530,10,3.81%,N/A
WILLOW VALE,,,,,,,,
WILSONS CREEK,"$1,280,000",7.56%,N/A,N/A,N/A,10,N/A,N/A
WILTON,"$755,000",-3.82%,-10.12%,5.92%,$580,71,3.99%,76.6944444444444
WIMBLEDON,,,,,,,,
WINDALE,"$370,000",9.63%,2.64%,6.27%,$355,18,4.99%,54.5384615384615
WINDANG,"$645,000",1.98%,-12.84%,5.80%,$490,25,3.95%,144.25
WINDELLA,"$860,000",-0.58%,8.86%,13.30%,N/A,11,N/A,N/A
WINDELLAMA,"$540,000",N/A,N/A,13.47%,N/A,10,N/A,N/A
WINDERMERE PARK,"$487,500",-0.51%,N/A,8.12%,$410,15,4.37%,61.3076923076923
WINDEYER,"$375,000",2.94%,N/A,N/A,N/A,10,N/A,N/A
WINDRADYNE,"$458,750",5.58%,10.54%,4.81%,$370,66,4.19%,63.8852459016394
WINDSOR,"$656,000",0.54%,-8.89%,6.06%,$420,26,3.33%,105.933333333333
WINDSOR DOWNS,"$1,625,000",1.56%,N/A,9.17%,N/A,14,N/A,N/A
WINGELLO,"$594,000",-3.41%,-5.83%,11.09%,N/A,15,N/A,N/A
WINGEN,,,,,,,,
WINGHAM,"$350,000",0.00%,4.48%,4.57%,$320,117,4.75%,79.3658536585366
WINMALEE,"$655,000",0.77%,3.31%,6.04%,$460,111,3.65%,67.2197802197802
WINSTON HILLS,"$990,100",4.22%,6.41%,6.83%,$540,139,2.84%,38.05
WINTON,,,,,,,,
WIRLINGA,"$324,250",0.00%,N/A,15.39%,$430,10,6.90%,266
WIRRIMAH,,,,,,,,
WIRRIMBI,,,,,,,,
WIRRINYA,,,,,,,,
WISEMANS CREEK,,,,,,,,
WISEMANS FERRY,"$565,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WITTITRIN,,,,,,,,
WOG WOG,,,,,,,,
WOLLAR,,,,,,,,
WOLLI CREEK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOLLOMBI,"$828,000",N/A,32.48%,11.53%,N/A,10,N/A,N/A
WOLLOMOMBI,,,,,,,,
WOLLONGBAR,"$555,000",-0.89%,-2.63%,3.48%,$500,54,4.68%,85.4516129032258
WOLLONGONG,"$860,000",-1.43%,2.99%,6.70%,$480,39,2.90%,52.0666666666667
WOLLSTONECRAFT,"$2,960,000",1.81%,N/A,8.43%,$950,12,1.67%,N/A
WOLUMLA,"$490,000",N/A,1.24%,5.68%,N/A,10,N/A,N/A
WOMBARRA,"$1,265,000",0.60%,-2.32%,6.62%,N/A,18,N/A,N/A
WOMBAT,"$390,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WOMBEYAN CAVES,,,,,,,,
WOMBOOTA,,,,,,,,
WONBOYN,,,,,,,,
WONBOYN LAKE,,,,,,,,
WONDALGA,,,,,,,,
WONGARBON,"$390,000",0.00%,-10.60%,6.00%,N/A,11,N/A,N/A
WONGAWILLI,"$630,000",6.33%,N/A,N/A,N/A,31,N/A,99
WONGWIBINDA,,,,,,,,
WOODBERRY,"$335,000",1.52%,4.04%,3.19%,$360,42,5.59%,67.9333333333333
WOODBINE,"$647,500",3.39%,6.15%,7.34%,$380,39,3.05%,54.5925925925926
WOODBURN,"$460,000",10.58%,19.48%,5.77%,N/A,16,N/A,74
WOODCROFT,"$755,000",4.86%,13.36%,6.42%,$470,57,3.24%,44.1388888888889
WOODENBONG,"$170,500",N/A,-12.79%,-7.52%,N/A,10,N/A,N/A
WOODFORD,"$656,000",1.71%,5.81%,6.33%,$450,40,3.57%,74.6
WOODFORD ISLAND,"$498,500",N/A,N/A,N/A,N/A,10,N/A,N/A
WOODHOUSELEE,,,,,,,,
WOODLANDS,"$1,450,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WOODLANDS,,,,,,,,
WOODPARK,"$788,000",0.00%,8.69%,9.64%,$450,17,2.97%,N/A
WOODRISING,"$420,000",-1.75%,-3.89%,4.82%,$455,13,5.63%,62.9
WOODSIDE,,,,,,,,
WOODSTOCK,,,,,,,,
WOODSTOCK,,,,,,,,
WOODSTOCK,"$149,500",-16.94%,-35.00%,6.29%,N/A,14,N/A,N/A
WOODVIEW,,,,,,,,
WOODVILLE,"$870,000",-0.57%,9.57%,6.50%,$320,11,1.91%,70
WOOLBROOK,,,,,,,,
WOOLGOOLGA,"$580,000",-0.85%,11.54%,4.80%,$450,68,4.03%,99.8604651162791
WOOLI,"$590,000",7.66%,8.46%,12.56%,N/A,19,N/A,113.4
WOOLLAHRA,"$2,962,500",-2.07%,-8.56%,5.23%,"$1,250",96,2.19%,87.8285714285714
WOOLLAMIA,"$680,000",0.74%,-9.63%,6.59%,N/A,10,N/A,N/A
WOOLLOOMOOLOO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOOLOMIN,"$232,500",N/A,N/A,N/A,N/A,11,N/A,N/A
WOOLOOWARE,"$1,662,000",-2.24%,0.65%,7.37%,$800,48,2.50%,106.615384615385
WOOLOWEYAH,"$698,000",15.24%,40.58%,40.58%,N/A,16,N/A,N/A
WOOLWICH,"$6,425,000",27.96%,N/A,N/A,N/A,10,N/A,N/A
WOOMARGAMA,,,,,,,,
WOOMBAH,"$470,000",0.00%,1.08%,4.64%,$350,21,3.87%,74.7272727272727
WOONGARRAH,"$630,000",0.00%,-2.24%,4.57%,$500,74,4.13%,93.8235294117647
WOONONA,"$895,500",2.93%,2.34%,6.61%,$600,105,3.48%,51.9565217391304
WOONONA EAST,,,,,,,,
WOOTTON,"$630,000",N/A,N/A,N/A,N/A,10,N/A,N/A
WORONORA,"$1,295,000",3.60%,20.27%,7.62%,$650,26,2.61%,31.1
WORONORA HEIGHTS,"$1,075,000",1.42%,-1.01%,5.10%,N/A,28,N/A,55.4166666666667
WORRIGEE,"$505,000",1.20%,1.20%,5.00%,$415,75,4.27%,118.625
WORROWING HEIGHTS,,,,,,,,
WOY WOY,"$635,000",0.79%,-5.58%,7.20%,$395,135,3.23%,54.7613636363636
WOY WOY BAY,"$800,000",2.56%,2.11%,8.96%,$495,10,3.22%,N/A
WRIGHTS BEACH,,,,,,,,
WYALONG,"$255,000",N/A,48.91%,15.84%,N/A,11,N/A,N/A
WYANGALA,,,,,,,,
WYBONG,,,,,,,,
WYEE,"$322,500",-2.27%,-43.91%,2.40%,N/A,28,N/A,101.636363636364
WYEE POINT,"$640,000",7.56%,17.43%,8.54%,N/A,19,N/A,90.8
WYLIE CREEK,,,,,,,,
WYNDHAM,"$285,000",N/A,N/A,N/A,N/A,11,N/A,N/A
WYOMING,"$597,500",1.27%,5.33%,6.54%,$450,133,3.92%,50.3375
WYONG,"$547,500",0.46%,11.73%,6.65%,$395,77,3.75%,90.9565217391304
WYONG CREEK,"$1,257,500",0.00%,N/A,-2.96%,N/A,10,N/A,N/A
WYONGAH,"$515,000",0.98%,6.74%,7.08%,$403,29,4.06%,49.5
WYRALLAH,"$545,000",N/A,N/A,N/A,N/A,10,N/A,N/A
YAGOONA,"$820,000",1.86%,3.47%,7.19%,$500,134,3.17%,57.5581395348837
YAGOONA WEST,,,,,,,,
YALBRAITH,,,,,,,,
YALLAH,,,,,,,,
YALWAL,,,,,,,,
YAMBA,"$550,000",0.00%,-1.61%,4.44%,$480,131,4.54%,78.0645161290323
YANCO,"$178,000",-0.56%,N/A,N/A,N/A,11,N/A,N/A
YANDERRA,"$525,000",N/A,-4.55%,5.01%,N/A,10,N/A,N/A
YANTABULLA,,,,,,,,
YAOUK,,,,,,,,
YARRA,,,,,,,,
YARRAGUNDRY,,,,,,,,
YARRAHAPINNI,,,,,,,,
YARRAMALONG,"$735,000",3.57%,N/A,N/A,N/A,10,N/A,77.2
YARRAMUNDI,"$992,500",-7.24%,N/A,13.88%,N/A,10,N/A,N/A
YARRANBELLA,,,,,,,,
YARRAVEL,"$477,000",-1.45%,18.51%,5.32%,N/A,18,N/A,70.9090909090909
YARRAWARRAH,"$1,017,000",-0.39%,7.62%,5.58%,N/A,38,N/A,35.1538461538462
YARRAWONGA,"$450,000",-5.00%,48.44%,48.44%,N/A,10,N/A,N/A
YARRAWONGA PARK,"$448,000",-3.86%,N/A,13.41%,$370,10,4.29%,N/A
YARRIE LAKE,,,,,,,,
YARROWITCH,,,,,,,,
YARROWYCK,,,,,,,,
YASS,"$487,000",0.93%,15.95%,4.59%,$340,126,3.63%,107.417721518987
YATTALUNGA,"$710,000",N/A,N/A,9.16%,$400,10,2.93%,N/A
YATTE YATTAH,,,,,,,,
YELGUN,,,,,,,,
YELLOW ROCK,,,,,,,,
YELLOW ROCK,"$733,750",-4.71%,-7.82%,4.55%,N/A,16,N/A,82.7692307692308
YENDA,"$310,000",11.71%,14.81%,9.14%,$310,27,5.20%,51.4
YENNORA,"$740,000",10.45%,N/A,4.61%,$450,13,3.16%,68
YEOVAL,"$130,000",-4.94%,N/A,N/A,N/A,11,N/A,N/A
YERONG CREEK,,,,,,,,
YERRINBOOL,"$642,000",5.51%,3.55%,8.63%,$460,13,3.73%,125.4
YETHOLME,"$485,000",N/A,N/A,N/A,N/A,11,N/A,N/A
YETMAN,,,,,,,,
YIPPIN CREEK,"$520,000",0.00%,-1.89%,2.12%,$455,31,4.55%,128.538461538462
YOOGALI,"$397,500",20.55%,N/A,31.61%,N/A,22,N/A,N/A
YORKLEA,,,,,,,,
YOUNG,"$310,000",5.08%,12.73%,4.08%,$280,176,4.70%,118.556603773585
YOWIE BAY,"$1,850,000",0.00%,8.82%,7.25%,$800,29,2.25%,97.7142857142857
YOWRIE,,,,,,,,
ZETLAND,"$1,403,750",N/A,N/A,13.54%,$875,11,3.24%,N/A
